# Constructed from biom file
#OTU ID	H1A	H2A	H3A	H1L	H2L	H3L	H1N	H2N	H3N	H1R	H2R	H3R	H1S	H2S	H3S	L1A	L2A	L3A	L1L	L2L	L3L	L1N	L2N	L3N	L1R	L2R	L3R	L1S	L2S	L3S
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.93841090738e-05	1.64457454856e-05	6.09718919578e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Beutenbergiaceae;Other	0.000162122726904	0.0	0.0	0.00015512121615	7.08687086304e-05	0.000241309315959	0.000137570504884	7.9798906755e-05	0.000243029114888	0.000229759614004	1.58614345081e-05	5.04509049631e-05	0.000355146825174	0.000173636232094	0.0	0.0	0.0	5.14871196389e-05	2.08151201032e-05	0.0	2.6447330142e-05	0.0	1.13250283126e-05	2.1436227224e-05	0.0	0.0	5.20851418452e-05	5.87682181476e-05	6.57829819426e-05	2.03239639859e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Cellulomonadaceae;g__Demequina	0.000648490907617	0.000226301943368	0.000501904957452	0.00015512121615	2.83474834522e-05	9.93626595126e-05	0.000412711514651	0.000139648086821	0.00025923105588	0.00057439903501	1.58614345081e-05	7.56763574447e-05	0.0017009663732	4.34090580234e-05	9.83900921177e-05	8.608815427e-05	0.000127651038532	0.00114987900527	4.16302402065e-05	0.0	0.000290920631562	0.0	1.13250283126e-05	2.1436227224e-05	0.0	0.000231577972303	0.000381957706865	0.0	0.0	6.09718919578e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Corynebacteriaceae;g__Corynebacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.87199517505e-05	3.17228690163e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.55394143631e-05	1.13250283126e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dermabacteraceae;g__Brachybacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.86919381671e-05	0.0	0.0	0.0	1.82358626475e-05	0.0	0.0	0.0	0.0	0.0	1.13250283126e-05	0.0	0.0	0.0	0.0	0.0	3.28914909713e-05	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Frankiaceae;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.60758145012e-05	0.0	1.22987615147e-05	0.0	0.0	1.7162373213e-05	6.24453603097e-05	0.0	5.2894660284e-05	9.10788287263e-05	0.0	0.000128617363344	4.05022276225e-05	0.0	0.00010417028369	0.000117536436295	1.64457454856e-05	4.06479279719e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Geodermatophilaceae;g__	5.40409089681e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Geodermatophilaceae;g__Geodermatophilus	0.000459347726229	2.8287742921e-05	0.0	0.000265922084829	0.000184258642439	9.93626595126e-05	0.000670656211308	0.0	0.000210625232903	0.000244119589879	0.000206198648606	0.0	0.000504682330511	7.23484300391e-05	7.37925690883e-05	2.86960514233e-05	1.82358626475e-05	5.14871196389e-05	0.000104075600516	0.0	5.2894660284e-05	0.0	1.13250283126e-05	0.000192926045016	6.07533414338e-05	6.17541259475e-05	0.000312510851071	8.81523272214e-05	6.57829819426e-05	0.000121943783916
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Gordoniaceae;g__Gordonia	5.40409089681e-05	0.0	0.0	0.0	0.0	0.0	1.71963131105e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.29434505899e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae;Other	0.00243184090356	0.000594042601341	0.000570346542559	0.000975047644374	0.000836250761839	0.000880069269968	0.0034564589352	0.00079798906755	0.000437452406798	0.0017375570809	0.000412397297212	0.000264867251056	0.00192526963121	0.000274924034148	0.000147585138177	0.000315656565657	0.000255302077065	0.00120136612491	0.000208151201032	0.0	0.00026447330142	0.000227697071816	6.79501698754e-05	0.000728831725616	0.000445524503848	0.000385963287172	0.00102434112296	2.93841090738e-05	0.000230240436799	0.000447127207691
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae;g__	0.0	0.0	0.0	0.0	0.0	2.83893312893e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.78787440313e-05	2.45975230294e-05	8.608815427e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.47234278968e-05	2.93841090738e-05	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae;g__Phycicoccus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.20289536915e-05	0.0	0.0	0.0	0.0	2.02511138113e-05	0.0	0.000138893711587	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Jonesiaceae;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.9798906755e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.03239639859e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Kineosporiaceae;Other	0.0	0.0	0.0	0.0	0.000127563675535	0.0	3.43926262209e-05	3.98994533775e-05	0.0	0.0	4.75843035244e-05	0.0	0.0	0.00013022717407	0.0	0.0	0.0	0.0	0.0	2.10506689602e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Kineosporiaceae;g__	0.0	8.4863228763e-05	0.00586316245751	8.8640694943e-05	9.92161920825e-05	5.67786625786e-05	8.59815655523e-05	3.98994533775e-05	0.0	0.000157959734628	0.0	0.00049189632339	5.60758145012e-05	2.89393720156e-05	0.0	0.00109044995409	0.000382953115597	0.000806631541009	0.000145705840723	1.20289536915e-05	0.000476051942556	2.27697071816e-05	0.000135900339751	0.000385852090032	0.000182260024301	0.000385963287172	0.00189242682038	0.000205688763517	0.000148011709371	0.000142267747902
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;Other	2.7020454484e-05	2.8287742921e-05	0.0	0.0	0.0	0.0	0.000120374191773	3.98994533775e-05	1.62019409925e-05	0.0	6.34457380325e-05	1.26127262408e-05	0.000224303258005	0.0	2.45975230294e-05	0.0	1.82358626475e-05	1.7162373213e-05	8.3260480413e-05	0.0	7.93419904261e-05	0.0	3.39750849377e-05	2.1436227224e-05	0.0	4.63155944607e-05	6.94468557936e-05	5.87682181476e-05	1.64457454856e-05	4.06479279719e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__	0.0	0.0	0.0	6.64805212073e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.52254524816e-05	0.0	0.0	3.68962845441e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Agromyces	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000109415175885	3.43247464259e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.71926574344e-05	0.000156255425536	2.93841090738e-05	0.0	8.12958559437e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Candidatus Aquiluna	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.08770629738e-05	0.0	2.93841090738e-05	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Candidatus Rhodoluna	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6471725295e-05	0.0	0.000124890720619	0.0	0.0	2.27697071816e-05	0.0	0.0	0.0	0.0	0.0	0.000146920545369	4.93372364569e-05	4.06479279719e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Leucobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.4308681672e-05	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.99497266887e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.73617139484e-05	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.24038819851e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Micrococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.87199517505e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micromonosporaceae;Other	0.0	0.0	9.12554468095e-05	0.0	2.83474834522e-05	0.0	3.43926262209e-05	1.99497266887e-05	1.62019409925e-05	4.30799276257e-05	0.0	0.0	0.0	2.89393720156e-05	0.0	5.73921028466e-05	1.82358626475e-05	0.000223110851769	0.0	0.0	7.93419904261e-05	0.0	0.0	0.0	0.0	0.0	6.94468557936e-05	2.93841090738e-05	0.0	0.000182915675873
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micromonosporaceae;g__	0.0	0.0	0.000501904957452	0.0	4.25212251782e-05	2.83893312893e-05	8.59815655523e-05	1.99497266887e-05	4.86058229776e-05	0.000100519831127	1.58614345081e-05	0.0	1.86919381671e-05	4.34090580234e-05	1.22987615147e-05	2.86960514233e-05	0.0	0.000257435598195	0.0	0.0	0.00013223665071	4.55394143631e-05	1.13250283126e-05	2.1436227224e-05	0.0	0.0	0.000121531997639	0.0	4.93372364569e-05	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micromonosporaceae;g__Actinoplanes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000261687134339	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micromonosporaceae;g__Pilimelia	0.0	0.0	0.0	0.0	0.0	0.0	3.43926262209e-05	3.98994533775e-05	3.24038819851e-05	1.43599758752e-05	0.0	0.0	0.0	0.0	1.22987615147e-05	0.0	3.6471725295e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.02511138113e-05	1.54385314869e-05	0.000156255425536	0.0	0.0	2.03239639859e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micromonosporaceae;g__Virgisporangium	0.0	0.0	6.84415851071e-05	0.0	1.41737417261e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000189190893612	0.0	0.0	1.22987615147e-05	0.0	0.0	1.7162373213e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Mycobacteriaceae;g__Mycobacterium	0.00116187954281	0.000452603886736	0.000273766340428	0.000864246775695	0.000170084900713	0.000170335987736	0.00144449030128	0.000199497266887	0.000210625232903	0.000703638817887	4.75843035244e-05	0.000100901809926	0.00157012280603	1.44696860078e-05	4.91950460589e-05	0.000143480257117	0.000164122763827	0.000549195942815	0.000166520960826	0.0	0.000423157282272	9.10788287263e-05	0.000124575311438	0.000793140407288	0.000283515593358	0.00020070090933	0.000659745130039	0.000411377527033	0.000131565963885	0.000304859459789
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiaceae;g__Nocardia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.26500566251e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__	0.000756572725553	0.000226301943368	0.000410649510643	0.000753445907016	0.00238118860998	0.00100782126077	0.00137570504884	0.00109723496788	0.000874904813597	0.0012205979494	0.00218887796212	0.000113514536167	0.00140189536253	0.00138908985675	3.68962845441e-05	0.000143480257117	0.000237066214417	0.000686494928519	0.000166520960826	0.0	0.00052894660284	4.55394143631e-05	4.53001132503e-05	0.00042872454448	0.000121506682868	9.26311889213e-05	0.000416681134762	8.81523272214e-05	6.57829819426e-05	0.000223563603845
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides	0.0	0.0	0.0	0.0	0.0	2.83893312893e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.14871196389e-05	2.08151201032e-05	0.0	0.0	0.0	0.0	4.2872454448e-05	4.05022276225e-05	0.0	1.73617139484e-05	0.0	1.64457454856e-05	8.12958559437e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Promicromonosporaceae;g__Xylanimicrobium	5.40409089681e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.17228690163e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__Propionibacterium	0.0	0.0	0.0	6.64805212073e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.58614345081e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1436227224e-05	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Pseudonocardiaceae;g__Actinomycetospora	5.40409089681e-05	0.0	2.28138617024e-05	2.21601737358e-05	1.41737417261e-05	0.0	5.15889393314e-05	0.0	0.0	0.0	1.58614345081e-05	0.0	0.0	0.0	0.0	0.0	7.29434505899e-05	0.0	0.0	0.0	5.2894660284e-05	0.0	0.0	4.2872454448e-05	2.02511138113e-05	1.54385314869e-05	0.0	0.0	1.64457454856e-05	4.06479279719e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Pseudonocardiaceae;g__Pseudonocardia	8.10613634521e-05	0.0	0.0	0.0	0.000481907218687	0.0	5.15889393314e-05	7.9798906755e-05	3.24038819851e-05	2.87199517505e-05	0.00025378295213	1.26127262408e-05	9.34596908353e-05	0.000202575604109	1.22987615147e-05	0.0	3.6471725295e-05	5.14871196389e-05	4.16302402065e-05	1.20289536915e-05	0.0	0.000136618243089	1.13250283126e-05	4.2872454448e-05	0.0	0.0	6.94468557936e-05	2.93841090738e-05	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Sporichthyaceae;g__	5.40409089681e-05	0.0	4.56277234047e-05	0.0	4.25212251782e-05	0.0	3.43926262209e-05	0.0	0.0	1.43599758752e-05	4.75843035244e-05	1.26127262408e-05	7.47677526683e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.55394143631e-05	0.0	0.0	0.0	0.0	3.47234278968e-05	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;Other	0.0	0.0	2.28138617024e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.44696860078e-05	0.0	0.0	3.6471725295e-05	0.0	0.0	0.0	0.0	0.0	2.26500566251e-05	0.0	0.0	0.0	0.0	0.0	1.64457454856e-05	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces	0.0	0.0	2.28138617024e-05	0.0	0.0	5.67786625786e-05	5.15889393314e-05	5.98491800662e-05	1.62019409925e-05	0.0	0.0	2.52254524816e-05	0.0	8.68181160469e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.6447330142e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__WCHB1-81;f__At425_EubF1;g__	8.10613634521e-05	0.000169726457526	0.0	0.000265922084829	0.000212606125891	2.83893312893e-05	0.000223552070436	0.0	0.000486058229776	0.000229759614004	6.34457380325e-05	0.000227029072334	0.000280379072506	2.89393720156e-05	0.000541145506647	5.73921028466e-05	0.0	0.000223110851769	0.0	0.00414698178516	0.00026447330142	0.000159387950271	0.000169875424689	0.000235798499464	0.0	0.000154385314869	0.000190978853432	8.81523272214e-05	0.000148011709371	8.12958559437e-05
k__Bacteria;p__Actinobacteria;c__KIST-JJY010;o__;f__;g__	2.7020454484e-05	2.8287742921e-05	0.0	0.0	0.0	0.0	3.43926262209e-05	1.99497266887e-05	1.62019409925e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__MB-A2-108;o__;f__;g__	0.0	0.0	0.0	0.0	5.66949669043e-05	0.0	0.0	0.0	0.0	0.0	3.17228690163e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__MB-A2-108;o__0319-7L14;f__;g__	2.7020454484e-05	0.0	4.56277234047e-05	0.000177281389886	0.000240953609343	0.0	5.15889393314e-05	0.000219446993576	1.62019409925e-05	2.87199517505e-05	0.000222060083114	2.52254524816e-05	1.86919381671e-05	0.000101287802055	1.22987615147e-05	8.608815427e-05	0.000127651038532	0.000497708823176	0.000166520960826	0.0	0.00113723519611	0.00043262443645	7.9275198188e-05	0.00075026795284	0.000425273390036	0.000262455035277	0.00086808569742	0.00038199341796	0.000361806400684	0.000772310631466
k__Bacteria;p__Actinobacteria;c__Nitriliruptoria;o__Euzebyales;f__Euzebyaceae;g__Euzebya	0.00013510227242	0.000678905830104	0.00109506536171	0.000110800868679	0.00833416013493	0.00021291998467	0.000103177878663	0.00391014643099	0.00309457072957	1.43599758752e-05	0.00755004282587	6.30636312039e-05	3.73838763341e-05	0.00496310230068	0.0	0.0	0.0	0.0	0.0	1.20289536915e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.73617139484e-05	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Nitriliruptoria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__	0.000108081817936	5.6575485842e-05	0.000547532680857	4.43203474715e-05	0.000510254702139	0.000496813297563	3.43926262209e-05	0.000339145353709	0.000421250465806	5.7439903501e-05	0.000808933159915	0.0	5.60758145012e-05	0.000665605556359	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__OPB41;o__;f__;g__	0.000108081817936	0.0	2.28138617024e-05	0.0	0.000198432384165	2.83893312893e-05	0.0	0.0	0.0	0.000143599758752	7.93071725407e-05	0.000176578167371	1.86919381671e-05	0.0	0.0	0.000114784205693	0.000273537939712	0.000137298985704	0.000145705840723	0.0	0.000290920631562	0.000318775900542	9.06002265006e-05	0.000557341907824	0.00016200891049	0.000138946783382	0.000260425709226	0.000734602726845	0.000164457454856	0.000426803243705
k__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.01447684577e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__;f__;g__	0.00259396363047	0.00200842974739	0.000889740606392	0.00740149802774	0.000184258642439	0.000482618631918	0.00297496216811	0.000179547540199	0.000405048524813	0.0016226772739	7.93071725407e-05	0.00151352714889	0.00044860651601	2.89393720156e-05	0.00198010060387	0.00114784205693	0.0028812662983	0.00664183843342	0.000811789684026	4.21013379204e-05	0.00391420486102	0.00100186711599	0.00105322763307	0.00306538049303	0.000850546780073	0.00230034119155	0.00368068335706	0.000793370944993	0.00218728414959	0.00402414486922
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__;g__	0.000837634089005	0.000311165172131	0.000342207925536	0.000642645038337	0.000807903278386	0.000354866641116	0.00125533085706	0.000299245900331	0.000178221350918	0.000588759010885	0.000396535862703	0.000264867251056	0.00108413241369	0.000651135870352	0.000319767799383	0.000286960514233	0.000346481390302	0.00121852849812	0.000353857041755	0.0	0.00116368252625	0.000136618243089	0.000294450736127	0.0016934619507	0.000364520048603	0.000385963287172	0.00147574568561	0.000146920545369	0.000394697891655	0.000853606487409
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__AK1AB1_02E;g__	2.7020454484e-05	0.000141438714605	0.000159697031917	0.0	9.92161920825e-05	0.00018453065338	0.0	0.000119698360132	3.24038819851e-05	2.87199517505e-05	4.75843035244e-05	0.0	0.0	0.000101287802055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__	0.000324245453809	0.000169726457526	0.000775671297881	0.00015512121615	0.000935466953921	5.67786625786e-05	0.000275141009768	0.00173562622192	0.000275432996873	2.87199517505e-05	0.000459981600736	2.52254524816e-05	0.000168227443504	0.000781363044422	6.14938075736e-05	0.000487832874197	0.000237066214417	0.000737982048158	0.000686898963407	1.80434305373e-05	0.00179841844966	0.000751400336992	0.000169875424689	0.00154340836013	0.000870797893884	0.000370524755685	0.000850723983472	0.000558298072402	0.000394697891655	0.00123976180314
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;Other;Other	0.0	0.0	6.84415851071e-05	0.0	5.66949669043e-05	0.0	0.0	0.000139648086821	0.0	0.0	0.0	0.0	3.73838763341e-05	0.0	0.0	0.0	0.0	3.43247464259e-05	4.16302402065e-05	0.0	7.93419904261e-05	0.0	2.26500566251e-05	0.00010718113612	0.0	1.54385314869e-05	0.000121531997639	2.93841090738e-05	3.28914909713e-05	0.0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__;g__	0.000918695452458	0.000396028400894	0.00102662377661	0.00057616451713	0.00267883718623	0.000723927947877	0.00134131242262	0.00197502294219	0.00115033781047	0.000531319107384	0.00222060083114	0.00016396544113	0.00095328884652	0.0014903776588	0.000332066560897	0.000143480257117	0.000182358626475	0.000429059330324	0.000166520960826	5.71375300348e-05	0.000793419904261	0.000204927364634	0.000124575311438	0.000664523043944	4.05022276225e-05	0.000216139440816	0.000625021702142	0.000205688763517	9.86744729139e-05	0.00054874702762
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Conexibacteraceae;g__	0.0	2.8287742921e-05	0.0	2.21601737358e-05	2.83474834522e-05	0.0	6.87852524419e-05	3.98994533775e-05	0.0	2.87199517505e-05	3.17228690163e-05	0.0	0.0	0.0	4.91950460589e-05	0.0	0.0	0.0	4.16302402065e-05	0.0	2.6447330142e-05	0.0	0.0	2.1436227224e-05	0.0	1.54385314869e-05	1.73617139484e-05	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Patulibacteraceae;g__	0.0	0.0	0.0	0.0	1.41737417261e-05	0.0	1.71963131105e-05	7.9798906755e-05	0.0	0.0	0.0	0.0	3.73838763341e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.4308681672e-05	0.0	0.0	3.47234278968e-05	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__	2.7020454484e-05	0.0	0.0	2.21601737358e-05	7.08687086304e-05	0.0	1.71963131105e-05	0.0	0.0	1.43599758752e-05	0.000111030041557	0.0	1.86919381671e-05	2.89393720156e-05	0.0	0.0	0.0	1.7162373213e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__AncK6;c__;o__;f__;g__	2.7020454484e-05	2.8287742921e-05	9.12554468095e-05	0.0	1.41737417261e-05	2.83893312893e-05	0.0	1.99497266887e-05	0.0	2.87199517505e-05	0.0	3.78381787223e-05	0.0	0.0	2.45975230294e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.08770629738e-05	3.47234278968e-05	0.0	0.0	0.0
k__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__Armatimonadales;f__Armatimonadaceae;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.29434505899e-05	1.7162373213e-05	2.08151201032e-05	0.0	0.0	0.0	0.0	0.0	2.02511138113e-05	0.0	1.73617139484e-05	2.93841090738e-05	1.64457454856e-05	0.0
